Entity,Code,Day,Daily ICU occupancy,145332-annotations
France,FRA,10/22/2021,1010,
France,FRA,10/23/2021,1007,
France,FRA,10/24/2021,1018,
France,FRA,10/25/2021,1023,
France,FRA,10/26/2021,1049,
France,FRA,10/27/2021,1038,
France,FRA,10/28/2021,1037,
France,FRA,10/29/2021,1034,
France,FRA,10/30/2021,1039,
France,FRA,10/31/2021,1046,
France,FRA,11/1/2021,1069,
France,FRA,11/2/2021,1091,
France,FRA,11/3/2021,1096,
France,FRA,11/4/2021,1099,
France,FRA,11/5/2021,1089,
France,FRA,11/6/2021,1099,
France,FRA,11/7/2021,1101,
France,FRA,11/8/2021,1141,
France,FRA,11/9/2021,1140,
France,FRA,11/10/2021,1154,
France,FRA,11/11/2021,1145,
France,FRA,11/12/2021,1182,
France,FRA,11/13/2021,1202,
France,FRA,11/14/2021,1210,
France,FRA,11/15/2021,1257,
France,FRA,11/16/2021,1277,
France,FRA,11/17/2021,1300,
France,FRA,11/18/2021,1333,
France,FRA,11/19/2021,1353,
France,FRA,11/20/2021,1333,
France,FRA,11/21/2021,1339,
France,FRA,11/22/2021,1406,
France,FRA,11/23/2021,1455,
France,FRA,11/24/2021,1483,
France,FRA,11/25/2021,1499,
France,FRA,11/26/2021,1563,
France,FRA,11/27/2021,1617,
France,FRA,11/28/2021,1632,
France,FRA,11/29/2021,1749,
France,FRA,11/30/2021,1824,
France,FRA,12/1/2021,1886,
France,FRA,12/2/2021,1934,
France,FRA,12/3/2021,2058,
France,FRA,12/4/2021,2037,
France,FRA,12/5/2021,2066,
France,FRA,12/6/2021,2191,
France,FRA,12/7/2021,2351,
France,FRA,12/8/2021,2426,
France,FRA,12/9/2021,2461,
France,FRA,12/10/2021,2498,
France,FRA,12/11/2021,2539,
France,FRA,12/12/2021,2602,
France,FRA,12/13/2021,2752,
France,FRA,12/14/2021,2792,
France,FRA,12/15/2021,2843,
France,FRA,12/16/2021,2832,
France,FRA,12/17/2021,2901,
France,FRA,12/18/2021,2933,
France,FRA,12/19/2021,2936,
France,FRA,12/20/2021,3025,
France,FRA,12/21/2021,3096,
France,FRA,12/22/2021,3147,
France,FRA,12/23/2021,3208,
France,FRA,12/24/2021,3254,
France,FRA,12/25/2021,3282,
France,FRA,12/26/2021,3299,
France,FRA,12/27/2021,3333,
France,FRA,12/28/2021,3416,
France,FRA,12/29/2021,3469,
France,FRA,12/30/2021,3506,
France,FRA,12/31/2021,3543,
France,FRA,1/1/2022,3560,
France,FRA,1/2/2022,3572,
France,FRA,1/3/2022,3654,
France,FRA,1/4/2022,3665,
France,FRA,1/5/2022,3695,
France,FRA,1/6/2022,3759,
France,FRA,1/7/2022,3815,
France,FRA,1/8/2022,3821,
France,FRA,1/9/2022,3847,
France,FRA,1/10/2022,3904,
France,FRA,1/11/2022,3969,
France,FRA,1/12/2022,3985,
France,FRA,1/13/2022,3939,
France,FRA,1/14/2022,3895,
France,FRA,1/15/2022,3852,
France,FRA,1/16/2022,3852,
France,FRA,1/17/2022,3913,
France,FRA,1/18/2022,3881,
France,FRA,1/19/2022,3852,
France,FRA,1/20/2022,3842,
France,FRA,1/21/2022,3792,
France,FRA,1/22/2022,3746,
France,FRA,1/23/2022,3760,
France,FRA,1/24/2022,3776,
France,FRA,1/25/2022,3741,
France,FRA,1/26/2022,3712,
France,FRA,1/27/2022,3694,
France,FRA,1/28/2022,3656,
France,FRA,1/29/2022,3634,
France,FRA,1/30/2022,3641,
France,FRA,1/31/2022,3700,
France,FRA,2/1/2022,3751,
France,FRA,2/2/2022,3700,
France,FRA,2/3/2022,3643,
France,FRA,2/4/2022,3618,
France,FRA,2/5/2022,3606,
France,FRA,2/6/2022,3577,
France,FRA,2/7/2022,3622,
France,FRA,2/8/2022,3555,
France,FRA,2/9/2022,3503,
France,FRA,2/10/2022,3416,
France,FRA,2/11/2022,3371,
France,FRA,2/12/2022,3324,
France,FRA,2/13/2022,3305,
France,FRA,2/14/2022,3296,
France,FRA,2/15/2022,3235,
France,FRA,2/16/2022,3126,
France,FRA,2/17/2022,3055,
France,FRA,2/18/2022,2970,
France,FRA,2/19/2022,2918,
France,FRA,2/20/2022,2923,
France,FRA,2/21/2022,2905,
France,FRA,2/22/2022,2842,
France,FRA,2/23/2022,2753,
France,FRA,2/24/2022,2656,
France,FRA,2/25/2022,2546,
France,FRA,2/26/2022,2484,
France,FRA,2/27/2022,2491,
France,FRA,2/28/2022,2456,
France,FRA,3/1/2022,2408,
France,FRA,3/2/2022,2329,
France,FRA,3/3/2022,2231,
France,FRA,3/4/2022,2153,
France,FRA,3/5/2022,2075,
France,FRA,3/6/2022,2079,
France,FRA,3/7/2022,2089,
France,FRA,3/8/2022,2036,
France,FRA,3/9/2022,1962,
France,FRA,3/10/2022,1928,
France,FRA,3/11/2022,1875,
France,FRA,3/12/2022,1857,
France,FRA,3/13/2022,1855,
France,FRA,3/14/2022,1826,
France,FRA,3/15/2022,1783,
France,FRA,3/16/2022,1728,
France,FRA,3/17/2022,1695,
France,FRA,3/18/2022,1674,
France,FRA,3/19/2022,1644,
France,FRA,3/20/2022,1642,
France,FRA,3/21/2022,1632,
France,FRA,3/22/2022,1604,
France,FRA,3/23/2022,1564,
France,FRA,3/24/2022,1523,
France,FRA,3/25/2022,1489,
France,FRA,3/26/2022,1481,
France,FRA,3/27/2022,1486,
France,FRA,3/28/2022,1533,
France,FRA,3/29/2022,1538,
France,FRA,3/30/2022,1546,
France,FRA,3/31/2022,1551,
France,FRA,4/1/2022,1537,
France,FRA,4/2/2022,1523,
France,FRA,4/3/2022,1539,
France,FRA,4/4/2022,1541,
France,FRA,4/5/2022,1552,
France,FRA,4/6/2022,1561,
France,FRA,4/7/2022,1572,
France,FRA,4/8/2022,1554,
France,FRA,4/9/2022,1543,
France,FRA,4/10/2022,1562,
France,FRA,4/11/2022,1589,
France,FRA,4/12/2022,1644,
France,FRA,4/13/2022,1650,
France,FRA,4/14/2022,1648,
France,FRA,4/15/2022,1652,
France,FRA,4/16/2022,1630,
France,FRA,4/17/2022,1636,
France,FRA,4/18/2022,1635,
France,FRA,4/19/2022,1681,
France,FRA,4/20/2022,1677,
France,FRA,4/21/2022,1684,
France,FRA,4/22/2022,1645,
France,FRA,4/23/2022,1636,
France,FRA,4/24/2022,1640,
France,FRA,4/25/2022,1659,
France,FRA,4/26/2022,1667,
France,FRA,4/27/2022,1658,
France,FRA,4/28/2022,1629,
France,FRA,4/29/2022,1591,
France,FRA,4/30/2022,1562,
France,FRA,5/1/2022,1557,
France,FRA,5/2/2022,1511,
France,FRA,5/3/2022,1498,
France,FRA,5/4/2022,1465,
France,FRA,5/5/2022,1447,
France,FRA,5/6/2022,1408,
France,FRA,5/7/2022,1397,
France,FRA,5/8/2022,1403,
France,FRA,5/9/2022,1380,
France,FRA,5/10/2022,1364,
France,FRA,5/11/2022,1329,
Germany,DEU,3/20/2020,200,
Germany,DEU,3/21/2020,308,
Germany,DEU,3/22/2020,364,
Germany,DEU,3/23/2020,451,
Germany,DEU,3/24/2020,616,
Germany,DEU,3/25/2020,789,
Germany,DEU,3/26/2020,824,
Germany,DEU,3/27/2020,905,
Germany,DEU,3/28/2020,1001,
Germany,DEU,3/29/2020,1063,
Germany,DEU,3/30/2020,1203,
Germany,DEU,3/31/2020,1551,
Germany,DEU,4/1/2020,1785,
Germany,DEU,4/2/2020,2103,
Germany,DEU,4/3/2020,2364,
Germany,DEU,4/4/2020,2474,
Germany,DEU,4/5/2020,2531,
Germany,DEU,4/6/2020,2554,
Germany,DEU,4/7/2020,2644,
Germany,DEU,4/8/2020,2661,
Germany,DEU,4/9/2020,2718,
Germany,DEU,4/10/2020,2704,
Germany,DEU,4/11/2020,2657,
Germany,DEU,4/12/2020,2657,
Germany,DEU,4/13/2020,2722,
Germany,DEU,4/14/2020,2725,
Germany,DEU,4/15/2020,2739,
Germany,DEU,4/16/2020,2817,
Germany,DEU,4/17/2020,2883,
Germany,DEU,4/18/2020,2933,
Germany,DEU,4/19/2020,2875,
Germany,DEU,4/20/2020,2905,
Germany,DEU,4/21/2020,2860,
Germany,DEU,4/22/2020,2744,
Germany,DEU,4/23/2020,2728,
Germany,DEU,4/24/2020,2650,
Germany,DEU,4/25/2020,2543,
Germany,DEU,4/26/2020,2529,
Germany,DEU,4/27/2020,2471,
Germany,DEU,4/28/2020,2394,
Germany,DEU,4/29/2020,2313,
Germany,DEU,4/30/2020,2241,
Germany,DEU,5/1/2020,2124,
Germany,DEU,5/2/2020,2052,
Germany,DEU,5/3/2020,2018,
Germany,DEU,5/4/2020,1980,
Germany,DEU,5/5/2020,1906,
Germany,DEU,5/6/2020,1825,
Germany,DEU,5/7/2020,1769,
Germany,DEU,5/8/2020,1662,
Germany,DEU,5/9/2020,1596,
Germany,DEU,5/10/2020,1605,
Germany,DEU,5/11/2020,1590,
Germany,DEU,5/12/2020,1499,
Germany,DEU,5/13/2020,1386,
Germany,DEU,5/14/2020,1318,
Germany,DEU,5/15/2020,1235,
Germany,DEU,5/16/2020,1176,
Germany,DEU,5/17/2020,1128,
Germany,DEU,5/18/2020,1126,
Germany,DEU,5/19/2020,1088,
Germany,DEU,5/20/2020,1021,
Germany,DEU,5/21/2020,1000,
Germany,DEU,5/22/2020,975,
Germany,DEU,5/23/2020,931,
Germany,DEU,5/24/2020,900,
Germany,DEU,5/25/2020,885,
Germany,DEU,5/26/2020,816,
Germany,DEU,5/27/2020,751,
Germany,DEU,5/28/2020,726,
Germany,DEU,5/29/2020,725,
Germany,DEU,5/30/2020,716,
Germany,DEU,5/31/2020,699,
Germany,DEU,6/1/2020,698,
Germany,DEU,6/2/2020,694,
Germany,DEU,6/3/2020,635,
Germany,DEU,6/4/2020,600,
Germany,DEU,6/5/2020,588,
Germany,DEU,6/6/2020,562,
Germany,DEU,6/7/2020,567,
Germany,DEU,6/8/2020,546,
Germany,DEU,6/9/2020,522,
Germany,DEU,6/10/2020,488,
Germany,DEU,6/11/2020,453,
Germany,DEU,6/12/2020,453,
Germany,DEU,6/13/2020,442,
Germany,DEU,6/14/2020,438,
Germany,DEU,6/15/2020,434,
Germany,DEU,6/16/2020,422,
Germany,DEU,6/17/2020,409,
Germany,DEU,6/18/2020,398,
Germany,DEU,6/19/2020,377,
Germany,DEU,6/20/2020,362,
Germany,DEU,6/21/2020,353,
Germany,DEU,6/22/2020,368,
Germany,DEU,6/23/2020,362,
Germany,DEU,6/24/2020,356,
Germany,DEU,6/25/2020,361,
Germany,DEU,6/26/2020,363,
Germany,DEU,6/27/2020,345,
Germany,DEU,6/28/2020,338,
Germany,DEU,6/29/2020,332,
Germany,DEU,6/30/2020,334,
Germany,DEU,7/1/2020,327,
Germany,DEU,7/2/2020,326,
Germany,DEU,7/3/2020,319,
Germany,DEU,7/4/2020,323,
Germany,DEU,7/5/2020,301,
Germany,DEU,7/6/2020,312,
Germany,DEU,7/7/2020,297,
Germany,DEU,7/8/2020,291,
Germany,DEU,7/9/2020,278,
Germany,DEU,7/10/2020,279,
Germany,DEU,7/11/2020,254,
Germany,DEU,7/12/2020,255,
Germany,DEU,7/13/2020,264,
Germany,DEU,7/14/2020,261,
Germany,DEU,7/15/2020,247,
Germany,DEU,7/16/2020,254,
Germany,DEU,7/17/2020,248,
Germany,DEU,7/18/2020,246,
Germany,DEU,7/19/2020,253,
Germany,DEU,7/20/2020,246,
Germany,DEU,7/21/2020,253,
Germany,DEU,7/22/2020,249,
Germany,DEU,7/23/2020,238,
Germany,DEU,7/24/2020,236,
Germany,DEU,7/25/2020,248,
Germany,DEU,7/26/2020,267,
Germany,DEU,7/27/2020,258,
Germany,DEU,7/28/2020,255,
Germany,DEU,7/29/2020,257,
Germany,DEU,7/30/2020,262,
Germany,DEU,7/31/2020,261,
Germany,DEU,8/1/2020,257,
Germany,DEU,8/2/2020,269,
Germany,DEU,8/3/2020,267,
Germany,DEU,8/4/2020,260,
Germany,DEU,8/5/2020,240,
Germany,DEU,8/6/2020,237,
Germany,DEU,8/7/2020,227,
Germany,DEU,8/8/2020,229,
Germany,DEU,8/9/2020,234,
Germany,DEU,8/10/2020,228,
Germany,DEU,8/11/2020,231,
Germany,DEU,8/12/2020,221,
Germany,DEU,8/13/2020,224,
Germany,DEU,8/14/2020,230,
Germany,DEU,8/15/2020,228,
Germany,DEU,8/16/2020,225,
Germany,DEU,8/17/2020,227,
Germany,DEU,8/18/2020,220,
Germany,DEU,8/19/2020,227,
Germany,DEU,8/20/2020,230,
Germany,DEU,8/21/2020,237,
Germany,DEU,8/22/2020,232,
Germany,DEU,8/23/2020,245,
Germany,DEU,8/24/2020,245,
Germany,DEU,8/25/2020,225,
Germany,DEU,8/26/2020,227,
Germany,DEU,8/27/2020,240,
Germany,DEU,8/28/2020,236,
Germany,DEU,8/29/2020,241,
Germany,DEU,8/30/2020,244,
Germany,DEU,8/31/2020,245,
Germany,DEU,9/1/2020,234,
Germany,DEU,9/2/2020,227,
Germany,DEU,9/3/2020,222,
Germany,DEU,9/4/2020,224,
Germany,DEU,9/5/2020,222,
Germany,DEU,9/6/2020,218,
Germany,DEU,9/7/2020,228,
Germany,DEU,9/8/2020,230,
Germany,DEU,9/9/2020,227,
Germany,DEU,9/10/2020,233,
Germany,DEU,9/11/2020,220,
Germany,DEU,9/12/2020,233,
Germany,DEU,9/13/2020,236,
Germany,DEU,9/14/2020,237,
Germany,DEU,9/15/2020,236,
Germany,DEU,9/16/2020,233,
Germany,DEU,9/17/2020,238,
Germany,DEU,9/18/2020,246,
Germany,DEU,9/19/2020,257,
Germany,DEU,9/20/2020,268,
Germany,DEU,9/21/2020,267,
Germany,DEU,9/22/2020,278,
Germany,DEU,9/23/2020,293,
Germany,DEU,9/24/2020,296,
Germany,DEU,9/25/2020,301,
Germany,DEU,9/26/2020,312,
Germany,DEU,9/27/2020,325,
Germany,DEU,9/28/2020,353,
Germany,DEU,9/29/2020,352,
Germany,DEU,9/30/2020,355,
Germany,DEU,10/1/2020,362,
Germany,DEU,10/2/2020,373,
Germany,DEU,10/3/2020,403,
Germany,DEU,10/4/2020,424,
Germany,DEU,10/5/2020,446,
Germany,DEU,10/6/2020,449,
Germany,DEU,10/7/2020,470,
Germany,DEU,10/8/2020,487,
Germany,DEU,10/9/2020,510,
Germany,DEU,10/10/2020,531,
Germany,DEU,10/11/2020,545,
Germany,DEU,10/12/2020,590,
Germany,DEU,10/13/2020,618,
Germany,DEU,10/14/2020,602,
Germany,DEU,10/15/2020,655,
Germany,DEU,10/16/2020,690,
Germany,DEU,10/17/2020,731,
Germany,DEU,10/18/2020,769,
Germany,DEU,10/19/2020,851,
Germany,DEU,10/20/2020,879,
Germany,DEU,10/21/2020,943,
Germany,DEU,10/22/2020,1030,
Germany,DEU,10/23/2020,1121,
Germany,DEU,10/24/2020,1200,
Germany,DEU,10/25/2020,1294,
Germany,DEU,10/26/2020,1360,
Germany,DEU,10/27/2020,1468,
Germany,DEU,10/28/2020,1569,
Germany,DEU,10/29/2020,1696,
Germany,DEU,10/30/2020,1839,
Germany,DEU,10/31/2020,1944,
Germany,DEU,11/1/2020,2061,
Germany,DEU,11/2/2020,2243,
Germany,DEU,11/3/2020,2380,
Germany,DEU,11/4/2020,2546,
Germany,DEU,11/5/2020,2653,
Germany,DEU,11/6/2020,2753,
Germany,DEU,11/7/2020,2839,
Germany,DEU,11/8/2020,2905,
Germany,DEU,11/9/2020,3007,
Germany,DEU,11/10/2020,3058,
Germany,DEU,11/11/2020,3124,
Germany,DEU,11/12/2020,3185,
Germany,DEU,11/13/2020,3298,
Germany,DEU,11/14/2020,3324,
Germany,DEU,11/15/2020,3385,
Germany,DEU,11/16/2020,3435,
Germany,DEU,11/17/2020,3517,
Germany,DEU,11/18/2020,3561,
Germany,DEU,11/19/2020,3593,
Germany,DEU,11/20/2020,3615,
Germany,DEU,11/21/2020,3632,
Germany,DEU,11/22/2020,3709,
Germany,DEU,11/23/2020,3740,
Germany,DEU,11/24/2020,3767,
Germany,DEU,11/25/2020,3778,
Germany,DEU,11/26/2020,3826,
Germany,DEU,11/27/2020,3855,
Germany,DEU,11/28/2020,3888,
Germany,DEU,11/29/2020,3899,
Germany,DEU,11/30/2020,3926,
Germany,DEU,12/1/2020,3921,
Germany,DEU,12/2/2020,3958,
Germany,DEU,12/3/2020,3980,
Germany,DEU,12/4/2020,4011,
Germany,DEU,12/5/2020,4051,
Germany,DEU,12/6/2020,4108,
Germany,DEU,12/7/2020,4181,
Germany,DEU,12/8/2020,4255,
Germany,DEU,12/9/2020,4278,
Germany,DEU,12/10/2020,4339,
Germany,DEU,12/11/2020,4432,
Germany,DEU,12/12/2020,4491,
Germany,DEU,12/13/2020,4553,
Germany,DEU,12/14/2020,4675,
Germany,DEU,12/15/2020,4735,
Germany,DEU,12/16/2020,4834,
Germany,DEU,12/17/2020,4855,
Germany,DEU,12/18/2020,4904,
Germany,DEU,12/19/2020,4941,
Germany,DEU,12/20/2020,5029,
Germany,DEU,12/21/2020,5168,
Germany,DEU,12/22/2020,5217,
Germany,DEU,12/23/2020,5241,
Germany,DEU,12/24/2020,5346,
Germany,DEU,12/25/2020,5381,
Germany,DEU,12/26/2020,5536,
Germany,DEU,12/27/2020,5562,
Germany,DEU,12/28/2020,5600,
Germany,DEU,12/29/2020,5649,
Germany,DEU,12/30/2020,5647,
Germany,DEU,12/31/2020,5638,
Germany,DEU,1/1/2021,5604,
Germany,DEU,1/2/2021,5724,
Germany,DEU,1/3/2021,5761,
Germany,DEU,1/4/2021,5744,
Germany,DEU,1/5/2021,5671,
Germany,DEU,1/6/2021,5572,
Germany,DEU,1/7/2021,5492,
Germany,DEU,1/8/2021,5486,
Germany,DEU,1/9/2021,5414,
Germany,DEU,1/10/2021,5320,
Germany,DEU,1/11/2021,5288,
Germany,DEU,1/12/2021,5230,
Germany,DEU,1/13/2021,5185,
Germany,DEU,1/14/2021,5126,
Germany,DEU,1/15/2021,5074,
Germany,DEU,1/16/2021,5015,
Germany,DEU,1/17/2021,4972,
Germany,DEU,1/18/2021,5005,
Germany,DEU,1/19/2021,4947,
Germany,DEU,1/20/2021,4835,
Germany,DEU,1/21/2021,4787,
Germany,DEU,1/22/2021,4769,
Germany,DEU,1/23/2021,4657,
Germany,DEU,1/24/2021,4624,
Germany,DEU,1/25/2021,4620,
Germany,DEU,1/26/2021,4571,
Germany,DEU,1/27/2021,4501,
Germany,DEU,1/28/2021,4438,
Germany,DEU,1/29/2021,4376,
Germany,DEU,1/30/2021,4351,
Germany,DEU,1/31/2021,4346,
Germany,DEU,2/1/2021,4322,
Germany,DEU,2/2/2021,4263,
Germany,DEU,2/3/2021,4222,
Germany,DEU,2/4/2021,4178,
Germany,DEU,2/5/2021,4072,
Germany,DEU,2/6/2021,3965,
Germany,DEU,2/7/2021,3932,
Germany,DEU,2/8/2021,3956,
Germany,DEU,2/9/2021,3847,
Germany,DEU,2/10/2021,3738,
Germany,DEU,2/11/2021,3675,
Germany,DEU,2/12/2021,3551,
Germany,DEU,2/13/2021,3485,
Germany,DEU,2/14/2021,3424,
Germany,DEU,2/15/2021,3436,
Germany,DEU,2/16/2021,3354,
Germany,DEU,2/17/2021,3248,
Germany,DEU,2/18/2021,3178,
Germany,DEU,2/19/2021,3121,
Germany,DEU,2/20/2021,3081,
Germany,DEU,2/21/2021,3056,
Germany,DEU,2/22/2021,3058,
Germany,DEU,2/23/2021,3037,
Germany,DEU,2/24/2021,2956,
Germany,DEU,2/25/2021,2899,
Germany,DEU,2/26/2021,2848,
Germany,DEU,2/27/2021,2826,
Germany,DEU,2/28/2021,2840,
Germany,DEU,3/1/2021,2869,
Germany,DEU,3/2/2021,2855,
Germany,DEU,3/3/2021,2823,
Germany,DEU,3/4/2021,2814,
Germany,DEU,3/5/2021,2765,
Germany,DEU,3/6/2021,2755,
Germany,DEU,3/7/2021,2787,
Germany,DEU,3/8/2021,2865,
Germany,DEU,3/9/2021,2785,
Germany,DEU,3/10/2021,2736,
Germany,DEU,3/11/2021,2758,
Germany,DEU,3/12/2021,2755,
Germany,DEU,3/13/2021,2719,
Germany,DEU,3/14/2021,2773,
Germany,DEU,3/15/2021,2833,
Germany,DEU,3/16/2021,2852,
Germany,DEU,3/17/2021,2859,
Germany,DEU,3/18/2021,2895,
Germany,DEU,3/19/2021,2951,
Germany,DEU,3/20/2021,2958,
Germany,DEU,3/21/2021,3056,
Germany,DEU,3/22/2021,3150,
Germany,DEU,3/23/2021,3168,
Germany,DEU,3/24/2021,3207,
Germany,DEU,3/25/2021,3261,
Germany,DEU,3/26/2021,3333,
Germany,DEU,3/27/2021,3390,
Germany,DEU,3/28/2021,3455,
Germany,DEU,3/29/2021,3571,
Germany,DEU,3/30/2021,3599,
Germany,DEU,3/31/2021,3680,
Germany,DEU,4/1/2021,3730,
Germany,DEU,4/2/2021,3850,
Germany,DEU,4/3/2021,3917,
Germany,DEU,4/4/2021,4060,
Germany,DEU,4/5/2021,4164,
Germany,DEU,4/6/2021,4357,
Germany,DEU,4/7/2021,4443,
Germany,DEU,4/8/2021,4477,
Germany,DEU,4/9/2021,4515,
Germany,DEU,4/10/2021,4535,
Germany,DEU,4/11/2021,4585,
Germany,DEU,4/12/2021,4662,
Germany,DEU,4/13/2021,4692,
Germany,DEU,4/14/2021,4680,
Germany,DEU,4/15/2021,4684,
Germany,DEU,4/16/2021,4740,
Germany,DEU,4/17/2021,4786,
Germany,DEU,4/18/2021,4844,
Germany,DEU,4/19/2021,4932,
Germany,DEU,4/20/2021,4968,
Germany,DEU,4/21/2021,4988,
Germany,DEU,4/22/2021,5050,
Germany,DEU,4/23/2021,5054,
Germany,DEU,4/24/2021,5025,
Germany,DEU,4/25/2021,5052,
Germany,DEU,4/26/2021,5120,
Germany,DEU,4/27/2021,5064,
Germany,DEU,4/28/2021,5046,
Germany,DEU,4/29/2021,5033,
Germany,DEU,4/30/2021,5024,
Germany,DEU,5/1/2021,5009,
Germany,DEU,5/2/2021,5028,
Germany,DEU,5/3/2021,5007,
Germany,DEU,5/4/2021,4954,
Germany,DEU,5/5/2021,4839,
Germany,DEU,5/6/2021,4766,
Germany,DEU,5/7/2021,4672,
Germany,DEU,5/8/2021,4607,
Germany,DEU,5/9/2021,4583,
Germany,DEU,5/10/2021,4582,
Germany,DEU,5/11/2021,4460,
Germany,DEU,5/12/2021,4374,
Germany,DEU,5/13/2021,4255,
Germany,DEU,5/14/2021,4179,
Germany,DEU,5/15/2021,4090,
Germany,DEU,5/16/2021,4065,
Germany,DEU,5/17/2021,4015,
Germany,DEU,5/18/2021,3877,
Germany,DEU,5/19/2021,3707,
Germany,DEU,5/20/2021,3593,
Germany,DEU,5/21/2021,3473,
Germany,DEU,5/22/2021,3358,
Germany,DEU,5/23/2021,3303,
Germany,DEU,5/24/2021,3234,
Germany,DEU,5/25/2021,3179,
Germany,DEU,5/26/2021,3000,
Germany,DEU,5/27/2021,2836,
Germany,DEU,5/28/2021,2702,
Germany,DEU,5/29/2021,2594,
Germany,DEU,5/30/2021,2517,
Germany,DEU,5/31/2021,2451,
Germany,DEU,6/1/2021,2289,
Germany,DEU,6/2/2021,2148,
Germany,DEU,6/3/2021,2035,
Germany,DEU,6/4/2021,1969,
Germany,DEU,6/5/2021,1896,
Germany,DEU,6/6/2021,1853,
Germany,DEU,6/7/2021,1795,
Germany,DEU,6/8/2021,1699,
Germany,DEU,6/9/2021,1598,
Germany,DEU,6/10/2021,1507,
Germany,DEU,6/11/2021,1420,
Germany,DEU,6/12/2021,1343,
Germany,DEU,6/13/2021,1337,
Germany,DEU,6/14/2021,1281,
Germany,DEU,6/15/2021,1208,
Germany,DEU,6/16/2021,1135,
Germany,DEU,6/17/2021,1069,
Germany,DEU,6/18/2021,1010,
Germany,DEU,6/19/2021,965,
Germany,DEU,6/20/2021,931,
Germany,DEU,6/21/2021,889,
Germany,DEU,6/22/2021,850,
Germany,DEU,6/23/2021,811,
Germany,DEU,6/24/2021,779,
Germany,DEU,6/25/2021,735,
Germany,DEU,6/26/2021,716,
Germany,DEU,6/27/2021,706,
Germany,DEU,6/28/2021,689,
Germany,DEU,6/29/2021,664,
Germany,DEU,6/30/2021,614,
Germany,DEU,7/1/2021,590,
Germany,DEU,7/2/2021,565,
Germany,DEU,7/3/2021,549,
Germany,DEU,7/4/2021,548,
Germany,DEU,7/5/2021,526,
Germany,DEU,7/6/2021,509,
Germany,DEU,7/7/2021,484,
Germany,DEU,7/8/2021,470,
Germany,DEU,7/9/2021,453,
Germany,DEU,7/10/2021,435,
Germany,DEU,7/11/2021,432,
Germany,DEU,7/12/2021,435,
Germany,DEU,7/13/2021,406,
Germany,DEU,7/14/2021,398,
Germany,DEU,7/15/2021,396,
Germany,DEU,7/16/2021,379,
Germany,DEU,7/17/2021,372,
Germany,DEU,7/18/2021,371,
Germany,DEU,7/19/2021,368,
Germany,DEU,7/20/2021,361,
Germany,DEU,7/21/2021,357,
Germany,DEU,7/22/2021,354,
Germany,DEU,7/23/2021,356,
Germany,DEU,7/24/2021,354,
Germany,DEU,7/25/2021,371,
Germany,DEU,7/26/2021,369,
Germany,DEU,7/27/2021,370,
Germany,DEU,7/28/2021,356,
Germany,DEU,7/29/2021,347,
Germany,DEU,7/30/2021,352,
Germany,DEU,7/31/2021,361,
Germany,DEU,8/1/2021,364,
Germany,DEU,8/2/2021,378,
Germany,DEU,8/3/2021,378,
Germany,DEU,8/4/2021,392,
Germany,DEU,8/5/2021,387,
Germany,DEU,8/6/2021,393,
Germany,DEU,8/7/2021,416,
Germany,DEU,8/8/2021,434,
Germany,DEU,8/9/2021,456,
Germany,DEU,8/10/2021,443,
Germany,DEU,8/11/2021,454,
Germany,DEU,8/12/2021,472,
Germany,DEU,8/13/2021,480,
Germany,DEU,8/14/2021,489,
Germany,DEU,8/15/2021,517,
Germany,DEU,8/16/2021,547,
Germany,DEU,8/17/2021,576,
Germany,DEU,8/18/2021,600,
Germany,DEU,8/19/2021,623,
Germany,DEU,8/20/2021,652,
Germany,DEU,8/21/2021,682,
Germany,DEU,8/22/2021,714,
Germany,DEU,8/23/2021,776,
Germany,DEU,8/24/2021,805,
Germany,DEU,8/25/2021,836,
Germany,DEU,8/26/2021,869,
Germany,DEU,8/27/2021,925,
Germany,DEU,8/28/2021,974,
Germany,DEU,8/29/2021,1011,
Germany,DEU,8/30/2021,1069,
Germany,DEU,8/31/2021,1096,
Germany,DEU,9/1/2021,1136,
Germany,DEU,9/2/2021,1170,
Germany,DEU,9/3/2021,1217,
Germany,DEU,9/4/2021,1261,
Germany,DEU,9/5/2021,1287,
Germany,DEU,9/6/2021,1322,
Germany,DEU,9/7/2021,1349,
Germany,DEU,9/8/2021,1387,
Germany,DEU,9/9/2021,1396,
Germany,DEU,9/10/2021,1412,
Germany,DEU,9/11/2021,1437,
Germany,DEU,9/12/2021,1453,
Germany,DEU,9/13/2021,1500,
Germany,DEU,9/14/2021,1540,
Germany,DEU,9/15/2021,1527,
Germany,DEU,9/16/2021,1550,
Germany,DEU,9/17/2021,1544,
Germany,DEU,9/18/2021,1523,
Germany,DEU,9/19/2021,1535,
Germany,DEU,9/20/2021,1541,
Germany,DEU,9/21/2021,1504,
Germany,DEU,9/22/2021,1500,
Germany,DEU,9/23/2021,1458,
Germany,DEU,9/24/2021,1434,
Germany,DEU,9/25/2021,1436,
Germany,DEU,9/26/2021,1435,
Germany,DEU,9/27/2021,1434,
Germany,DEU,9/28/2021,1414,
Germany,DEU,9/29/2021,1364,
Germany,DEU,9/30/2021,1357,
Germany,DEU,10/1/2021,1363,
Germany,DEU,10/2/2021,1332,
Germany,DEU,10/3/2021,1334,
Germany,DEU,10/4/2021,1349,
Germany,DEU,10/5/2021,1361,
Germany,DEU,10/6/2021,1359,
